Date,Time,Condo ID,Crab ID,Outcome,Sex,Color,RI,Status,Shell Hardness,Black Light Fluorescence,Photo ID,Fed (Y/N),Post-molt CW (mm),Post-molt mass (g),Digital RI,Ca (ppm),Notes/Observations
9/9/22,9:30,WL,UBGY,Removed,F,2,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,UBGY,Removed,F,1,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,UBGY,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,UBGY,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,UBGY,Removed,F,1,4,A,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,UYRY,Dead,F,3,8,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as UBKB
8/26/22,11:30,WL,UYRY,Dead,F,3,6.5,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as UBKB
8/22/22,10:23,WL,UBKK,Removed,F,2,9,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,11:30,WL,UBKK,Removed,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UBKK,Removed,F,1,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,UBKK,Removed,F,2,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:40,WL,UBKK,Removed,F,2,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,10:15,WL,UBKK,Removed,F,3,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,UBKK,Removed,F,5,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,UBKK,Removed,F,2,3,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,UBKK,Removed,F,1,3,A,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,UBKK,Removed,F,2,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,UBRB,Removed,F,1,9,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,10:00,WL,UBRB,Removed,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UBRB,Removed,F,1,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,UBRB,Removed,F,2,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,9:30,WL,UBRB,Removed,F,2,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,UBRB,Removed,F,1,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,UBRB,Removed,F,3,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,UBRB,Removed,F,2,3.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,UBRB,Removed,F,2,3,A,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,UBW,Dead,F,3,8.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,11:30,WL,UBW,Dead,F,1,3.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UBW,Dead,F,3,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,UBW,Dead,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:40,WL,UBW,Dead,F,2,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,10:15,WL,UBW,Dead,F,3,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,UBW,Dead,F,3,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,UBW,Dead,F,3,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,UBW,Dead,F,N/A,NA,D,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,UGWW,Removed,F,2,6.5,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as UBWW
8/1/22,10:00,WL,UBYB,Removed,F,2,10,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,UBYB,Removed,F,1,8,A,3,NA,NA,N,NA,NA,NA,NA,
8/9/22,10:56,WL,UBYB,Removed,F,1,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/12/22,9:05,WL,UBYB,Removed,F,3,8,A,3,NA,NA,N,NA,NA,NA,NA,
8/15/22,9:40,WL,UBYB,Removed,F,1,NA,A,3,NA,NA,N,NA,NA,NA,NA,
8/18/22,9:50,WL,UBYB,Removed,F,2,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,UBYG,Dead,F,1,10.9,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,11:30,WL,UBYG,Dead,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UBYG,Dead,F,2,8,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,UBYG,Dead,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:40,WL,UBYG,Dead,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,10:15,WL,UBYG,Dead,F,2,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,UBYG,Dead,F,4,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,UBYG,Dead,F,3,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,UBYG,Dead,F,N/A,NA,D,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,UBYK,Dead,F,3,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,11:30,WL,UBYK,Dead,F,3,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UBYK,Dead,F,1,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:40,WL,UBYK,Dead,F,3,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,UBYK,Dead,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,UBYK,Dead,F,1,4,A,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,UBYW,Removed,F,3,8,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,10:00,WL,UBYW,Removed,F,2,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UBYW,Removed,F,3,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,UBYW,Removed,F,3,8,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:00,WL,UBYW,Removed,F,3,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,9:30,WL,UBYW,Removed,F,3,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,UBYW,Removed,F,3,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,UBYW,Removed,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,UBYW,Removed,F,2,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,UBYW,Removed,F,1,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,UGBY,Missing,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as UGBW Removed
8/22/22,10:23,WL,UGBY,Missing,F,1,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,11:30,WL,UGBY,Missing,F,3,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,UGBY,Missing,F,1,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:40,WL,UGBY,Missing,F,1,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,10:15,WL,UGBY,Missing,F,1,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,UGBY,Missing,F,1,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,UGBY,Missing,F,2,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,UGBY,Missing,F,3,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,UGWG,Dead,F,3,9,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,11:30,WL,UGWG,Dead,F,2,8.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UGWG,Dead,F,1,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,UGWG,Dead,F,1,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:40,WL,UGWG,Dead,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,10:15,WL,UGWG,Dead,F,3,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,UGWG,Dead,F,3,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,UGWG,Dead,F,3,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,UGWG,Dead,F,3,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,UGWG,Dead,F,N/A,NA,M,1,NA,NA,N,NA,NA,NA,NA,Died during molt
8/22/22,10:23,WL,UGWW,Removed,F,3,8.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,11:30,WL,UGWW,Removed,F,2,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UGWW,Removed,F,1,8,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,UGWW,Removed,F,2,8,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:40,WL,UGWW,Removed,F,3,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,10:15,WL,UGWW,Removed,F,3,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,UGWW,Removed,F,1,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,UGWW,Removed,F,2,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,UGWW,Removed,F,3,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,UGYK,Molted,F,3,10,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,10:00,WL,UGYK,Molted,F,3,4,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UGYK,Molted,F,3,8,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,UGYK,Molted,F,3,8,A,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,UGYR,Molted,F,3,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,11:30,WL,UGYR,Molted,F,N/A,NA,M,NA,NA,NA,N,NA,NA,NA,NA,Molted but body is missing; shell hardness originally entered as 1 to 2
9/6/22,11:00,WL,UGYK,Molted,F,3,2,M,2,NA,NA,N,54,39.8,NA,NA,originally entered as UGYR
8/22/22,10:23,WL,UGYY,Removed,F,1,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,11:30,WL,UGYY,Removed,F,2,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UGYY,Removed,F,1,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,UGYY,Removed,F,2,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:40,WL,UGYY,Removed,F,1,3,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,10:15,WL,UGYY,Removed,F,1,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,UGYY,Removed,F,1,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,UGYY,Removed,F,2,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,UGYY,Removed,F,1,3,A,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,UGYY,Removed,F,1,3,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,URBK,Dead,F,2,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,URBK,Dead,F,1,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,9:30,WL,URBK,Dead,F,2,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,URBK,Dead,F,3,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,URBK,Dead,F,N/A,NA,D,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:00,WL,URBK,Dead,F,2,4,A,3,NA,NA,N,NA,NA,NA,NA,Originally entered as URBL
8/22/22,10:23,WL,UYBK,Removed,F,3,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,10:00,WL,UYBK,Removed,F,1,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UYBK,Removed,F,2,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,UYBK,Removed,F,1,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:00,WL,UYBK,Removed,F,2,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,9:30,WL,UYBK,Removed,F,3,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,UYBK,Removed,F,3,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,UYBK,Removed,F,2,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,UYBK,Removed,F,1,3,A,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,UYBK,Removed,F,2,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,URBK,Dead,F,4,8,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as UYBW
8/26/22,11:30,WL,URBK,Dead,F,2,8.5,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as UYBW
8/22/22,10:23,WL,UYGR,Removed,F,4,10,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,10:00,WL,UYGR,Removed,F,4,11,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UYGR,Removed,F,4,9.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,UYGR,Removed,F,5,10.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:00,WL,UYGR,Removed,F,3,3,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,9:30,WL,UYGR,Removed,F,4,9,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,UYGR,Removed,F,1,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,UYGR,Removed,F,4,8.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,UYGR,Removed,F,4,8.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,UYGR,Removed,F,5,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,UYK,Dead,F,4,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,11:30,WL,UYK,Dead,F,4,8,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UYK,Dead,F,3,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,UBYK,Dead,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as UYK
9/6/22,11:40,WL,UYK,Dead,F,4,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,10:15,WL,UYK,Dead,F,4,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,UBYK,Dead,F,3,5.5,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as UYK
9/12/22,9:33,WL,UYK,Dead,F,3,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,UYK,Dead,F,3,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,UYK,Dead,F,N/A,NA,D,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,UBYK,Dead,F,1,4.5,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as UYK Removed
8/22/22,10:23,WL,UYKR,Removed,F,3,8,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,11:30,WL,UYKR,Removed,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UYKR,Removed,F,2,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,UYKR,Removed,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:40,WL,UYKR,Removed,F,1,3,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,10:15,WL,UYKR,Removed,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,UYKR,Removed,F,1,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,UYKR,Removed,F,3,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,UYKR,Removed,F,3,3,A,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,UYKR,Removed,F,1,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,UYKY,Removed,F,1,3,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as UYKW
8/22/22,10:23,WL,UYKY,Removed,F,3,8,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,11:30,WL,UYKY,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UYKY,Removed,F,1,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,UYKY,Removed,F,2,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:40,WL,UYKY,Removed,F,2,2.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,10:15,WL,UYKY,Removed,F,2,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,UYKY,Removed,F,2,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,UYKY,Removed,F,2,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,UYKY,Removed,F,2,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,9:30,WL,UBYK,Dead,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as UYL
8/22/22,10:23,WL,UYR,Dead,F,1,3.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,10:00,WL,UYR,Dead,F,4,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UYR,Dead,F,4,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,UYR,Dead,F,5,8.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:00,WL,UYR,Dead,F,4,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,9:30,WL,UYR,Dead,F,4,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,UYR,Dead,F,N/A,NA,D,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UYRY,Dead,F,3,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,UYRY,Dead,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:40,WL,UYRY,Dead,F,3,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,10:15,WL,UYRY,Dead,F,5,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,UYRY,Dead,F,N/A,NA,D,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,UYW,Removed,F,3,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,11:30,WL,UYW,Removed,F,1,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UYW,Removed,F,2,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,UYW,Removed,F,3,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:40,WL,UYW,Removed,F,3,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,10:15,WL,UYW,Removed,F,2,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,UYW,Removed,F,3,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,UYW,Removed,F,3,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,UYW,Removed,F,3,3,A,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,UYW,Removed,F,1,4,A,3,NA,NA,N,NA,NA,NA,NA,
8/6/21,NA,CML,YB,Removed,F,NA,10,A,3,NA,yes,N,NA,NA,NA,NA,faint halo/feisty/early
8/10/21,NA,CML,YB,Removed,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,no apparent change
8/13/21,NA,CML,YB,Removed,F,NA,6.5,A,3,NA,101-0029,N,NA,NA,NA,NA,
8/17/21,NA,CML,YB,Removed,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,no noticeable change
8/19/21,NA,CML,YB,Removed,F,NA,6,A,3,NA,yes,N,NA,NA,NA,NA,no noticeable change
8/24/21,NA,CML,YB,Removed,F,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,no noticeable change
8/27/21,NA,CML,YB,Removed,F,NA,5,A,3,NA,yes,N,NA,NA,NA,NA,no noticeable change
8/31/21,NA,CML,YB,Removed,F,NA,4.5,A,3,NA,NA,N,NA,NA,NA,NA,no noticeable change
9/3/21,NA,CML,YB,Removed,F,NA,4,A,3,NA,yes,N,NA,NA,NA,NA,no noticeable change
9/7/21,NA,CML,YB,Removed,F,NA,4,A,3,NA,yes,N,NA,NA,NA,NA,"no noticeable change, passive"
7/22/21,8:50,WL,YBBB,Removed,F,NA,9,A,3,NA,101-0171,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,YBBB,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,YBBB,Removed,F,NA,7.5,A,3,NA,101-0197,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,YBBB,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,YBBB,Removed,F,NA,6.5,A,3,NA,9:55,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,YBBB,Removed,F,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,YBBB,Removed,F,NA,5,A,3,NA,101-0017,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,YBBB,Removed,F,NA,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,YBBB,Removed,F,NA,4.5,A,3,NA,101-0068,N,NA,NA,NA,NA,
8/23/21,9:40,WL,YBBB,Removed,F,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,light orange blood
8/26/21,9:35,WL,YBBB,Removed,F,NA,6,A,3,NA,101-0087,N,NA,NA,NA,NA,orange blood
8/30/21,9:23,WL,YBBB,Removed,F,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,orange blood
9/2/21,10:15,WL,YBBB,Removed,F,NA,5,A,3,NA,101-0009,N,NA,NA,NA,NA,orange blood
7/22/21,8:50,WL,YBBG,Removed,F,NA,9,A,3,NA,101-0177,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,YBBG,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,YBBG,Removed,F,NA,8,A,3,NA,101-0203,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,YBBG,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,YBBG,Removed,F,NA,7,A,3,NA,10:06,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,YBBG,Removed,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,YBBG,Removed,F,NA,6.5,A,3,NA,101-0023,N,NA,NA,NA,NA,Vibrant orange blood
8/16/21,15:30,WL,YBBG,Removed,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,YBBG,Removed,F,NA,5.5,A,3,NA,101-0073,N,NA,NA,NA,NA,
8/23/21,9:40,WL,YBBG,Removed,F,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/21,9:35,WL,YBBG,Removed,F,NA,5,A,3,NA,101-0092,N,NA,NA,NA,NA,
8/30/21,9:23,WL,YBBG,Removed,F,NA,4.5,A,3,NA,NA,N,NA,NA,NA,NA,has new brood (bright orange eggs)
9/2/21,10:15,WL,YBBG,Removed,F,NA,4,A,3,NA,101-0014,N,NA,NA,NA,NA,new brood
7/22/21,8:50,WL,YBBK,Dead,F,NA,10,A,3,NA,101-0167,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,YBBK,Dead,F,NA,9.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,YBBK,Dead,F,NA,9,A,3,NA,101-0192,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,YBBK,Dead,F,NA,8.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,YBBK,Dead,F,NA,8,A,3,NA,101-0221,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,YBBK,Dead,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,YBBK,Dead,F,NA,6,A,3,NA,101-0013,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,YBBK,Dead,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,YBBK,Dead,F,NA,5.5,A,3,NA,101-0066,N,NA,NA,NA,NA,tag missing black (looks like Y-BB)
8/23/21,9:40,WL,YBBK,Dead,F,NA,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/21,9:35,WL,YBBK,Dead,F,NA,NA,D,3,NA,NA,N,NA,NA,NA,NA,
7/22/21,8:50,WL,YBBR,Dead,F,NA,9,A,3,NA,101-0178,N,NA,NA,NA,NA,outcome originally entered as NA
7/26/21,11:21,WL,YBBR,Dead,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,outcome originally entered as NA
7/29/21,9:25,WL,YBBR,Dead,F,NA,5.5,A,3,NA,101-0206,N,NA,NA,NA,NA,outcome originally entered as NA
8/6/21,NA,CML,YBBY,Removed,F,NA,8,A,3,NA,yes,N,NA,NA,NA,NA,good halo
8/10/21,NA,CML,YBBY,Removed,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,no apparent change
8/13/21,NA,CML,YBBY,Removed,F,NA,7.5,A,3,NA,101-0033,N,NA,NA,NA,NA,
8/17/21,NA,CML,YBBY,Removed,F,NA,9.5,A,3,NA,NA,N,NA,NA,NA,NA,dead
8/19/21,NA,CML,YBBY,Removed,F,NA,10.5,A,3,NA,yes,N,NA,NA,NA,NA,no noticeable change
8/24/21,NA,CML,YBBY,Removed,F,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,"ok halo, no other changes"
